id;id_user;id_term;contrast_text;event_stamp
"cnt_4e013090c4cf1";"usr_4de5345b3b6a8";"trm_4b94b12bf0eb2";"Spatial Addition";"2011-06-22 00:00:16"
"cnt_4e0130c979bf1";"usr_4de5345b3b6a8";"trm_4b94b12bf0eb2";"Symbol Span";"2011-06-22 00:01:13"
"cnt_4e01329cad8aa";"usr_4de5345b3b6a8";"trm_4b94b12bf0eb2";"participant score minus average score";"2011-06-22 00:09:00"
"cnt_4e0133e4d4fe1";"usr_4de5345b3b6a8";"trm_4b94b12bf0eb2";"immediate score minus delayed score";"2011-06-22 00:14:28"
"cnt_4e0181c976a19";"usr_4de5345b3b6a8";"trm_4c8a8575d1e55";"areas of activation during task minus baseline";"2011-06-22 05:46:49"
"cnt_4e0182336c9cc";"usr_4de5345b3b6a8";"trm_4c8a8575d1e55";"response time of subject minus response time of controls";"2011-06-22 05:48:35"
"cnt_4e0219a2de6be";"usr_4de5345b3b6a8";"trm_4b86c55f3d5df";"participant score minus average score";"2011-06-22 16:34:42"
"cnt_4e022a9861397";"usr_4de5345b3b6a8";"tsk_4a57abb949f2f";"reading comprehension age minus real age";"2011-06-22 17:47:04"
"cnt_4e022d7430161";"usr_4de5345b3b6a8";"tsk_4a57abb949f3d";"number of words divided by time";"2011-06-22 17:59:16"
"cnt_4e02302350f17";"usr_4de5345b3b6a8";"tsk_4a57abb949f3d";"areas of activation during task minus baseline";"2011-06-22 18:10:43"
"cnt_4e0232312c822";"usr_4de5345b3b6a8";"tsk_4a57abb949f3d";"ERP strength minus baseline";"2011-06-22 18:19:29"
"cnt_4e02368e6d840";"usr_4de5345b3b6a8";"tsk_4a57abb949f4a";"perceptual identification";"2011-06-22 18:38:06"
"cnt_4e0236b247798";"usr_4de5345b3b6a8";"tsk_4a57abb949f4a";"lexical decision";"2011-06-22 18:38:42"
"cnt_4e023794e822b";"usr_4de5345b3b6a8";"tsk_4a57abb949f4a";"response time to known words minus (or learned words) response time to unknown words";"2011-06-22 18:42:28"
"cnt_4e0237aa75286";"usr_4de5345b3b6a8";"tsk_4a57abb949f4a";"response time to pseudowords minus response time to words";"2011-06-22 18:42:50"
"cnt_4e0237ba58871";"usr_4de5345b3b6a8";"tsk_4a57abb949f4a";"accuracy of participant minus average accuracy of controls";"2011-06-22 18:43:06"
"cnt_4e023b95e5100";"usr_4de5345b3b6a8";"tsk_4a57abb949f4a";"latency identification";"2011-06-22 18:59:33"
"cnt_4e023c2ae3c76";"usr_4de5345b3b6a8";"tsk_4a57abb949f4a";"primed identification";"2011-06-22 19:02:02"
"cnt_4e02433a9f223";"usr_4de5345b3b6a8";"trm_4c8a858da803d";"areas of activation during task minus baseline";"2011-06-22 19:32:10"
"cnt_4e0243468cb6f";"usr_4de5345b3b6a8";"trm_4c8a858da803d";"ERP strength minus baseline";"2011-06-22 19:32:22"
"cnt_4e0253808fe82";"usr_4de5345b3b6a8";"trm_4c8a85a4564b2";"areas of activation during covert minus areas of activation during overt";"2011-06-22 20:41:36"
"cnt_4e02539674407";"usr_4de5345b3b6a8";"trm_4c8a85a4564b2";"accuracy of participant minus average accuracy of controls";"2011-06-22 20:41:58"
"cnt_4e025467f28e7";"usr_4de5345b3b6a8";"trm_4c8a85a4564b2";"ERP strength minus baseline";"2011-06-22 20:45:27"
"cnt_4e025694022e0";"usr_4de5345b3b6a8";"trm_4b65e5e2ab3ca";"response time to non-matching minus response time to matching";"2011-06-22 20:54:44"
"cnt_4e02569dd0139";"usr_4de5345b3b6a8";"trm_4b65e5e2ab3ca";"accuracy of participant minus average accuracy of controls";"2011-06-22 20:54:53"
"cnt_4e025d79cc9f9";"usr_4de5345b3b6a8";"trm_4c8a85c5c75eb";"pressure exerted by participant minus average pressure";"2011-06-22 21:24:09"
"cnt_4e025d8d96ecf";"usr_4de5345b3b6a8";"trm_4c8a85c5c75eb";"accuracy of participant minus average accuracy of controls";"2011-06-22 21:24:29"
"cnt_4e02624559a17";"usr_4de5345b3b6a8";"trm_4c8a830dec136";"areas of activation during task minus baseline";"2011-06-22 21:44:37"
"cnt_4e026543eae67";"usr_4de5345b3b6a8";"trm_4c8a8329cb8ff";"areas of activation during task minus baseline";"2011-06-22 21:57:23"
"cnt_4e02654a92111";"usr_4de5345b3b6a8";"trm_4c8a8329cb8ff";"areas of activation during covert minus areas of activation during overt";"2011-06-22 21:57:30"
"cnt_4e026dfa02b6d";"usr_4de5345b3b6a8";"tsk_4a57abb949d09";"standard deviation from the mean score";"2011-06-22 22:34:34"
"cnt_4e02713a45cdc";"usr_4de5345b3b6a8";"tsk_4a57abb949d09";"Trait Affect";"2011-06-22 22:48:26"
"cnt_4e027155c037c";"usr_4de5345b3b6a8";"tsk_4a57abb949d09";"State Affect";"2011-06-22 22:48:53"
"cnt_4e037a9a47d41";"usr_4de5345b3b6a8";"trm_4c8a83f27ac55";"accuracy of participant minus average accuracy of controls";"2011-06-23 17:40:42"
"cnt_4e038151ee9fb";"usr_4de5345b3b6a8";"trm_4c8989e1f3df7";"pain at baseline minus pain during acupuncture";"2011-06-23 18:09:21"
"cnt_4e0381ab6d190";"usr_4de5345b3b6a8";"trm_4c8989e1f3df7";"areas of activation during task minus baseline";"2011-06-23 18:10:51"
"cnt_4e038ad0147d7";"usr_4de5345b3b6a8";"tsk_4a57abb949889";"accuracy without distractors minus accuracy with distractors";"2011-06-23 18:49:52"
"cnt_4e038b1c6fd1f";"usr_4de5345b3b6a8";"tsk_4a57abb949889";"reaction time of participant minus average reaction time of controls";"2011-06-23 18:51:08"
"cnt_4e038ba42d3a7";"usr_4de5345b3b6a8";"tsk_4a57abb949889";"reaction time (to detect target) to one stimulus minus reaction time to paired stimuli";"2011-06-23 18:53:24"
"cnt_4e038e680bd57";"usr_4de5345b3b6a8";"trm_4c898a20eb254";"Early Blind";"2011-06-23 19:05:12"
"cnt_4e038e90bd3e7";"usr_4de5345b3b6a8";"trm_4c898a20eb254";"Late Blind";"2011-06-23 19:05:52"
"cnt_4e03951a4914c";"usr_4de5345b3b6a8";"trm_4c898a20eb254";"areas of activation of early blind minus areas of activation of late blind";"2011-06-23 19:33:46"
"cnt_4e039557ad404";"usr_4de5345b3b6a8";"trm_4c898a20eb254";"areas of activation while reading words or sentences minus reading control dots";"2011-06-23 19:34:47"
"cnt_4e0399bbae0ed";"usr_4de5345b3b6a8";"trm_4c898a8fd3afb";"areas of activation during task minus baseline";"2011-06-23 19:53:31"
"cnt_4e03ae76b40ab";"usr_4de5345b3b6a8";"trm_4c898fad429ed";"average degrees of movement minus participant degrees of movement";"2011-06-23 21:21:58"
"cnt_4e03b364135e2";"usr_4de5345b3b6a8";"tsk_4a57abb949b46";"participant&#39;s responses vs. Nash equilibrium equation";"2011-06-23 21:43:00"
"cnt_4e03b6ae397cc";"usr_4de5345b3b6a8";"trm_4c8990c87035d";"areas of activation during task minus baseline";"2011-06-23 21:57:02"
"cnt_4e03b8b959bc9";"usr_4de5345b3b6a8";"trm_4c8990e187dc7";"areas of activation during task minus baseline";"2011-06-23 22:05:45"
"cnt_4e03b8c2457b4";"usr_4de5345b3b6a8";"trm_4c8990e187dc7";"accuracy of participant minus average accuracy of controls";"2011-06-23 22:05:54"
"cnt_4e03bc67764f5";"usr_4de5345b3b6a8";"trm_4d55997cd3edb";"response time to risky choices minus response time to non-risky choices";"2011-06-23 22:21:27"
"cnt_4e03bc8177610";"usr_4de5345b3b6a8";"trm_4d55997cd3edb";"number of participant&#39;s risky choices minus average number of risky choices";"2011-06-23 22:21:53"
"cnt_4e08ed0d8815f";"usr_4de5345b3b6a8";"trm_4da88c904862b";"converted A and B error score";"2011-06-27 20:50:21"
"cnt_4e08ed6a4d30d";"usr_4de5345b3b6a8";"trm_4da88c904862b";"Initiation";"2011-06-27 20:51:54"
"cnt_4e08ed9422f36";"usr_4de5345b3b6a8";"trm_4da88c904862b";"Inhibition";"2011-06-27 20:52:36"
"cnt_4e08edac14ee7";"usr_4de5345b3b6a8";"trm_4da88c904862b";"Initiation minus Inhibition";"2011-06-27 20:53:00"
"cnt_4e08f52d8255d";"usr_4de5345b3b6a8";"tsk_4a57abb949b1c";"0-back";"2011-06-27 21:25:01"
"cnt_4e08f54b8a426";"usr_4de5345b3b6a8";"tsk_4a57abb949b1c";"1-back";"2011-06-27 21:25:31"
"cnt_4e08f563a47ed";"usr_4de5345b3b6a8";"tsk_4a57abb949b1c";"2-back";"2011-06-27 21:25:55"
"cnt_4e08f5a26773d";"usr_4de5345b3b6a8";"tsk_4a57abb949b1c";"3-back";"2011-06-27 21:26:58"
"cnt_4e08f5aa73703";"usr_4de5345b3b6a8";"tsk_4a57abb949b1c";"3-back minus 0-back";"2011-06-27 21:27:06"
"cnt_4e08fb9717d43";"usr_4de5345b3b6a8";"tsk_4a57abb949de3";"supra-span minus span";"2011-06-27 21:52:23"
"cnt_4e08fdee5aec9";"usr_4de5345b3b6a8";"tsk_4a57abb94981d";"immediate accuracy minus delayed accuracy";"2011-06-27 22:02:22"
"cnt_4e08fe051b67b";"usr_4de5345b3b6a8";"tsk_4a57abb94981d";"accuracy for meaningful actions minus accuracy for meaningless actions";"2011-06-27 22:02:45"
"cnt_4e08fe37729fc";"usr_4de5345b3b6a8";"tsk_4a57abb94981d";"standard deviation from the mean accuracy score";"2011-06-27 22:03:35"
"cnt_4e08fefbf0382";"usr_4de5345b3b6a8";"tsk_4a57abb949846";"standard deviation from the mean accuracy score";"2011-06-27 22:06:51"
"cnt_4e31e4ff71f3c";"usr_4e31cbdaeab0d";"trm_4e31d031bc8c2";"cue onset asynchrony ";"2011-07-28 22:38:55"
"cnt_4e31e8204dad4";"usr_4e31cbdaeab0d";"trm_4e31d69b7f422";"cue onset asynchrony";"2011-07-28 22:52:16"
"cnt_4e41708078f47";"usr_49a467bf4e0db";"tsk_4a57abb949e27";"incongruent minus neutral";"2011-08-09 17:38:08"
"cnt_4e495afedc2df";"usr_4e42a3196fbcd";"trm_4c8989e1f3df7";"active versus sham";"2011-08-15 17:44:30"
"cnt_4e495e81b3a05";"usr_4e42a3196fbcd";"trm_4da88b8b60ffb";"Switch minus No-Switch";"2011-08-15 17:59:29"
"cnt_4e496d0e46a77";"usr_4e42a3196fbcd";"trm_4da6304c9aa23";"Cue minus no cue: attention orienting";"2011-08-15 19:01:34"
"cnt_4e496d475896c";"usr_4e42a3196fbcd";"trm_4da6304c9aa23";"Spatial cue minus double cue: orienting efficiency";"2011-08-15 19:02:31"
"cnt_4e496d6e12225";"usr_4e42a3196fbcd";"trm_4da6304c9aa23";"Incongruent minus congruent: Conflict / Executive network efficiency";"2011-08-15 19:03:10"
"cnt_4e552738a229c";"usr_4e4a7f57b30e6";"trm_4e550887d92de";"Baseline minus heat stimulation";"2011-08-24 16:30:48"
"cnt_4e5bbed9bd8ae";"usr_4e4a7f57b30e6";"trm_4e5bb14d814a8";"Body ownership minus no body ownership";"2011-08-29 16:31:21"
"cnt_4e5d087f98fb2";"usr_4e4a7f57b30e6";"trm_4e5d07565b68e";"Noxious minus non-noxious stimulation";"2011-08-30 15:57:51"
"cnt_4e5e7c5149eec";"usr_4e4a7f57b30e6";"trm_4e5e7ac84c2e5";"Stimulation at PT-1.0°C minus Baseline";"2011-08-31 18:24:17"
"cnt_4e5e7c658c494";"usr_4e4a7f57b30e6";"trm_4e5e7ac84c2e5";"Stimulation at PT-0.7°C minus Baseline";"2011-08-31 18:24:37"
"cnt_4e5e7c8b11873";"usr_4e4a7f57b30e6";"trm_4e5e7ac84c2e5";"Stimulation at PT+0.7°C minus Baseline";"2011-08-31 18:25:15"
"cnt_4e5e7ca787237";"usr_4e4a7f57b30e6";"trm_4e5e7ac84c2e5";"Stimulation at PT+1.3°C minus Baseline";"2011-08-31 18:25:43"
"cnt_4e5fcfb15979e";"usr_4e4a7f57b30e6";"trm_4e5fcd75efb58";"Cold pain vs. Baseline";"2011-09-01 18:32:17"
"cnt_4e5fcfc70842b";"usr_4e4a7f57b30e6";"trm_4e5fcd75efb58";"Cool vs. Baseline";"2011-09-01 18:32:39"
"cnt_4e5fcfe2883a1";"usr_4e4a7f57b30e6";"trm_4e5fcd75efb58";"Thermal Grill vs. Baseline";"2011-09-01 18:33:06"
"cnt_4e5fcff423ea1";"usr_4e4a7f57b30e6";"trm_4e5fcd75efb58";"Warm vs. Baseline";"2011-09-01 18:33:24"
"cnt_4e5fd004d47d7";"usr_4e4a7f57b30e6";"trm_4e5fcd75efb58";"Heat pain vs. Baseline";"2011-09-01 18:33:40"
"cnt_4e611331826a0";"usr_4e4a7f57b30e6";"trm_4e6112759926e";"Pain versus No Pain";"2011-09-02 17:32:33"
"cnt_4e61222e46c9c";"usr_4e4a7f57b30e6";"trm_4e6114e7b1ff2";"Pain versus No Pain";"2011-09-02 18:36:30"
"cnt_4e664e2ed4231";"usr_4e4a7f57b30e6";"trm_4e664d3718e1b";"Noxious Cold minus Innocuous Cool";"2011-09-06 16:45:34"
"cnt_4e664e4c90bf1";"usr_4e4a7f57b30e6";"trm_4e664d3718e1b";"Innocuous Cool minus Neutral";"2011-09-06 16:46:04"
"cnt_4e68e16ce673d";"usr_4e4a7f57b30e6";"trm_4e68e08950157";"Painful versus Baseline ";"2011-09-08 15:38:20"
"cnt_4e68e188bfadc";"usr_4e4a7f57b30e6";"trm_4e68e08950157";"Non-Painful versus Baseline";"2011-09-08 15:38:48"
"cnt_4e68e1b3598ac";"usr_4e4a7f57b30e6";"trm_4e68e08950157";"Painful versus Non-Painful";"2011-09-08 15:39:31"
"cnt_4e6a2fce43903";"usr_4e4a7f57b30e6";"trm_4e6a2f61b17b0";"Capsaicin-Evoked Pain versus Rest";"2011-09-09 15:25:02"
"cnt_4e6a34f8c2f2c";"usr_4e4a7f57b30e6";"trm_4e5662373bc89";"Heat Stimulation versus Baseline";"2011-09-09 15:47:04"
"cnt_4e6a45ef2fdb1";"usr_4e4a7f57b30e6";"trm_4e6a44ee854f8";"Cold Task versus Baseline";"2011-09-09 16:59:27"
"cnt_4e6a4602d08c8";"usr_4e4a7f57b30e6";"trm_4e6a44ee854f8";"Pain Task versus Cold Task";"2011-09-09 16:59:46"
"cnt_4ebca1f15eb7d";"usr_4cf5de07654c8";"trm_4cacf3fbc503b";"successful stop minus go";"2011-11-11 04:17:53"
"cnt_4ebca202935c6";"usr_4cf5de07654c8";"trm_4cacf3fbc503b";"failed stop-critical ";"2011-11-11 04:18:10"
"cnt_4ebca22149619";"usr_4cf5de07654c8";"trm_4cacf3fbc503b";"failed stop-noncritical ";"2011-11-11 04:18:41"
"cnt_4ebca2351bb79";"usr_4cf5de07654c8";"trm_4cacf3fbc503b";"junk ";"2011-11-11 04:19:01"
"cnt_4ebca72d737c1";"usr_4cf5de07654c8";"trm_4e8dd3831f0cc";"deterministic classification trials";"2011-11-11 04:40:13"
"cnt_4ebca8b8bb859";"usr_4cf5de07654c8";"trm_4e8dd3dfd9fff";"blocks of both probabilistic classification trials and deterministic classification trials";"2011-11-11 04:46:48"
"cnt_4ebca9e1d3a16";"usr_4cf5de07654c8";"trm_4ebc6a6b75ebf";"tone counting trials";"2011-11-11 04:51:45"
"cnt_4ebcaa463d20e";"usr_4cf5de07654c8";"trm_4ebc98cc77e7b";"dual task classification learning trials";"2011-11-11 04:53:26"
"cnt_4ebcaa52e7dbd";"usr_4cf5de07654c8";"trm_4ebc98cc77e7b";"dual-task tone counting probe";"2011-11-11 04:53:38"
"cnt_4ebcaa755a7e5";"usr_4cf5de07654c8";"trm_4ebc728326a13";"single task classification learning trials";"2011-11-11 04:54:13"
"cnt_4ebcaad4c41d7";"usr_4cf5de07654c8";"trm_4ebc9d2e397f2";"classification trials: probabilistic";"2011-11-11 04:55:48"
"cnt_4f41830a3d5a9";"usr_49a467bf4e0db";"tsk_4a57abb9499ff";"number of correctly recalled items";"2012-02-19 23:17:30"
"cnt_4fb3f6ec53aa5";"usr_4f177506dde77";"trm_4f2447fe67fb9";"reaction time";"2012-05-16 18:50:20"
"cnt_4ffcb50c3f71c";"usr_4f177506dde77";"trm_4f242499b8952";"stimulus onset asynchrony (SOA)";"2012-07-10 23:04:44"
"cnt_4ffdbab8b5539";"usr_4f177506dde77";"trm_4f240e7f989f8";"Interstimulus Interval (ISI)";"2012-07-11 17:41:12"
"cnt_50046d4f1c8a1";"usr_4f177506dde77";"trm_4da88ec6735ad";"same size-different size";"2012-07-16 19:36:47"
"cnt_500478a733748";"usr_4f177506dde77";"trm_4f244d2a54e27";"CS-participant report disparity";"2012-07-16 20:25:11"
"cnt_50049a0f821aa";"usr_4f177506dde77";"trm_4f24492504ca0";"variable – invariant";"2012-07-16 22:47:43"
"cnt_5005b3ba37b11";"usr_4f177506dde77";"trm_4f24492504ca0";"number of distractors";"2012-07-17 18:49:30"
"cnt_5005c1421ee49";"usr_4f177506dde77";"trm_4da633fe917c4";"consistent - inconsistent";"2012-07-17 19:47:14"
"cnt_5005c2c544201";"usr_4f177506dde77";"trm_4da633fe917c4";"target - distractor";"2012-07-17 19:53:41"
"cnt_5005c88d1f7fc";"usr_4f177506dde77";"trm_4f242042e5805";"reward amount";"2012-07-17 20:18:21"
"cnt_5005c89dd6bef";"usr_4f177506dde77";"trm_4f242042e5805";"reward probability";"2012-07-17 20:18:37"
"cnt_5005ca466073a";"usr_4f177506dde77";"trm_4f242042e5805";"reward probability-amount ratio";"2012-07-17 20:25:42"
"cnt_5005cae1dffba";"usr_4f177506dde77";"trm_4f244f997615c";"(out-of-phase) - (in-phase)";"2012-07-17 20:28:17"
"cnt_5005cc79902cc";"usr_4f177506dde77";"trm_4c898c8bf1b4f";"number of correct identifications";"2012-07-17 20:35:05"
"cnt_5007088618bd2";"usr_4f177506dde77";"trm_4da87e9c79847";"degree of association between unattended and attended";"2012-07-18 19:03:34"
"cnt_50070d3b312f4";"usr_4f177506dde77";"trm_4fba857ad04ac";"commission errors (false alarms)";"2012-07-18 19:23:39"
"cnt_50070f2604b71";"usr_4f177506dde77";"trm_4fba85a597ca9";"commission errors (false alarms)";"2012-07-18 19:31:50"
"cnt_50070f5d10c03";"usr_4f177506dde77";"trm_4fba857ad04ac";"proportion of correct to incorrect responses";"2012-07-18 19:32:45"
"cnt_50070f9310204";"usr_4f177506dde77";"trm_4fba85a597ca9";"proportion of correct to incorrect responses";"2012-07-18 19:33:39"
"cnt_500712871f6d5";"usr_4f177506dde77";"trm_4dadbe225bdf1";"one cue versus two cues";"2012-07-18 19:46:15"
"cnt_5007128e8defa";"usr_4f177506dde77";"trm_4dadbe225bdf1";"short versus long";"2012-07-18 19:46:22"
"cnt_50071af2372d9";"usr_4f177506dde77";"trm_4da89077f19ae";"distraction minus standard";"2012-07-18 20:22:10"
"cnt_5007217a45778";"usr_4f177506dde77";"trm_4da86c2a70a7d";"valid versus invalid";"2012-07-18 20:50:02"
"cnt_500723252de72";"usr_4f177506dde77";"trm_4da634216ebbc";"dual minus control";"2012-07-18 20:57:09"
"cnt_5007421b7d846";"usr_4f177506dde77";"trm_4f24226fa2903";"target size";"2012-07-18 23:09:15"
"cnt_5007422433506";"usr_4f177506dde77";"trm_4f24226fa2903";"movement amplitude";"2012-07-18 23:09:24"
"cnt_500742e46e628";"usr_4f177506dde77";"trm_4f24226fa2903";"peak velocity";"2012-07-18 23:12:36"
"cnt_5007432c64f97";"usr_4f177506dde77";"trm_4f24226fa2903";"target shape";"2012-07-18 23:13:48"
"cnt_50074380529ff";"usr_4f177506dde77";"trm_4f24226fa2903";"target visibility";"2012-07-18 23:15:12"
"cnt_500746cd3e89f";"usr_4f177506dde77";"trm_4f241fe40a950";"famous minus nonfamous";"2012-07-18 23:29:17"
"cnt_500daccbafe09";"usr_4f177506dde77";"trm_4f24258b51e2c";"level of processing (semantic versus phonemic or structural)";"2012-07-23 19:58:03"
"cnt_500ddba625847";"usr_4f177506dde77";"trm_4da890a9bd7a3";"presence versus absence of spatial cues";"2012-07-23 23:17:58"
"cnt_500ed6d06dd2e";"usr_4f177506dde77";"trm_4f244d64e45bc";"experimental minus control";"2012-07-24 17:09:36"
"cnt_500edcfd883ea";"usr_4f177506dde77";"trm_4da88b17b985b";"nonword length (number of syllables)";"2012-07-24 17:35:57"
"cnt_5016d66e0ecb7";"usr_4f177506dde77";"trm_4dadbfd771a54";"incongruent minus congruent";"2012-07-30 18:46:06"
"cnt_5016e1b12e5c8";"usr_4f177506dde77";"trm_4da87fdd7820e";"mental age (difficulty) of maze";"2012-07-30 19:34:09"
"cnt_5016e59e25341";"usr_4f177506dde77";"trm_4da6318f7381b";"ﬁnal reversal errors minus correct responses";"2012-07-30 19:50:54"
"cnt_5016e5ab53cce";"usr_4f177506dde77";"trm_4da6318f7381b";"other preceding reversal errors minus correct responses";"2012-07-30 19:51:07"
"cnt_5016e5b8068a9";"usr_4f177506dde77";"trm_4da6318f7381b";"probabilistic errors minus correct responses";"2012-07-30 19:51:20"
"cnt_5016e5c349611";"usr_4f177506dde77";"trm_4da6318f7381b";"ﬁnal reversal errors minus other preceding reversal errors";"2012-07-30 19:51:31"
"cnt_5016e5cec4bf4";"usr_4f177506dde77";"trm_4da6318f7381b";"ﬁnal reversal errors minus probabilistic errors";"2012-07-30 19:51:42"
"cnt_5016ecda0cb5d";"usr_4f177506dde77";"trm_4f244860c702c";"high importance versus low importance";"2012-07-30 20:21:46"
"cnt_501702188843e";"usr_4f177506dde77";"trm_4f244ad7dcde7";"proportion of dots moving randomly";"2012-07-30 21:52:24"
"cnt_501715cead551";"usr_4f177506dde77";"trm_4da6327154fd4";"angular distance between test view and study view";"2012-07-30 23:16:30"
"cnt_50183f13074db";"usr_4f177506dde77";"trm_4f2456932f11b";"primed versus unprimed";"2012-07-31 20:24:51"
"cnt_50184d223ef01";"usr_4f177506dde77";"trm_4da890cf99b9e";"number of moves required to complete task";"2012-07-31 21:24:50"
"cnt_50185135a51fc";"usr_4f177506dde77";"trm_4da86cfe8cf1b";"speed versus accuracy";"2012-07-31 21:42:13"
"cnt_50185b18ad99e";"usr_4f177506dde77";"trm_4da86cdbd9eeb";"target infrequent omission";"2012-07-31 22:24:24"
"cnt_50185b2433de1";"usr_4f177506dde77";"trm_4da86cdbd9eeb";"target frequent commission";"2012-07-31 22:24:36"
"cnt_50200ddfae9f9";"usr_4f177506dde77";"trm_4f244f0286947";"relational complexity";"2012-08-06 18:33:03"
"cnt_5020142926f05";"usr_4f177506dde77";"trm_4f244a88013ae";"amnesic versus control performance";"2012-08-06 18:59:53"
"cnt_5020196a49a19";"usr_4f177506dde77";"tsk_4a57abb94989b";"sequence length";"2012-08-06 19:22:18"
"cnt_5020250f031a2";"usr_4f177506dde77";"trm_4a3fd79d09b6d";"stimulus onset asynchrony (SOA)";"2012-08-06 20:11:59"
"cnt_50203c822eed9";"usr_4f177506dde77";"trm_4f245326e2eaf";"d&#39;";"2012-08-06 21:52:02"
"cnt_5020421e4a79e";"usr_4f177506dde77";"trm_4c898acd1f28e";"unconditional stimulus";"2012-08-06 22:15:58"
"cnt_5020507780603";"usr_4f177506dde77";"trm_4da86ad02b3ea";"sequence length";"2012-08-06 23:17:11"
"cnt_50215d225f015";"usr_4f177506dde77";"trm_4d54b2cc0f943";"decision making latency in ascending versus descending betting condition";"2012-08-07 18:23:30"
"cnt_502168c10e933";"usr_4f177506dde77";"trm_4f24247912761";"localized brain activation in face matching versus other object matching";"2012-08-07 19:13:05"
"cnt_502174397e768";"usr_4f177506dde77";"trm_4f241d7adf14e";"interfering versus non-interfering";"2012-08-07 20:02:01"
"cnt_5021877eb2bcf";"usr_4f177506dde77";"trm_4f241d7adf14e";"identification of global feature versus identification of local feature";"2012-08-07 21:24:14"
"cnt_502199a142cab";"usr_4f177506dde77";"trm_4eb1f3a8ec119";"d&#39;";"2012-08-07 22:41:37"
"cnt_5021a042336c1";"usr_4f177506dde77";"tsk_4a57abb949ae5";"&#34;safe&#34; deck versus &#34;risky&#34; deck choices";"2012-08-07 23:09:54"
"cnt_5021ae2c2ab3c";"usr_4f177506dde77";"trm_4f24154867d84";"proportion of correct responses";"2012-08-08 00:09:16"
"cnt_5021b4664cfbb";"usr_4f177506dde77";"trm_4da891794859f";"mean length of utterance (MLU) score";"2012-08-08 00:35:50"
"cnt_5021b53e64523";"usr_4f177506dde77";"trm_4da891794859f";"frequency of overregularization";"2012-08-08 00:39:26"
"cnt_5021b5773a9ae";"usr_4f177506dde77";"trm_4da891794859f";"usage of correct irregular word forms";"2012-08-08 00:40:23"
"cnt_5022b4801fb23";"usr_4f177506dde77";"trm_4da891794859f";"comprehension of common phrases";"2012-08-08 18:48:32"
"cnt_5022b48dbd8e8";"usr_4f177506dde77";"trm_4da891794859f";"comprehension of single words";"2012-08-08 18:48:45"
"cnt_5022b4da18b61";"usr_4f177506dde77";"trm_4da891794859f";"vocabulary production";"2012-08-08 18:50:02"
"cnt_5022b5173b371";"usr_4f177506dde77";"trm_4da891794859f";"gesture production";"2012-08-08 18:51:03"
"cnt_5022b539a2698";"usr_4f177506dde77";"trm_4da891794859f";"use of suffixes";"2012-08-08 18:51:37"
"cnt_5022b5727f9d6";"usr_4f177506dde77";"trm_4da891794859f";"onset of combinatorial language";"2012-08-08 18:52:34"
"cnt_5022b85961b86";"usr_4f177506dde77";"trm_4da87b8bf1511";"response time * accuracy compared to median";"2012-08-08 19:04:57"
"cnt_5022e4acafe58";"usr_4f177506dde77";"trm_4fb4175126374";"meditation versus control self-report of affect";"2012-08-08 22:14:04"
"cnt_5022e4e75d375";"usr_4f177506dde77";"trm_4fb4175126374";"general oscillatory synchrony";"2012-08-08 22:15:03"
"cnt_5022eb6a0eabd";"usr_4f177506dde77";"trm_4fb4175126374";"meditation versus control decrease in power of alpha oscillations";"2012-08-08 22:42:50"
"cnt_5022ec302de82";"usr_4f177506dde77";"trm_4fb4175126374";"meditation versus control frontal midline theta activity";"2012-08-08 22:46:08"
"cnt_5022f0d06e757";"usr_4f177506dde77";"trm_4fb4175126374";"meditation versus control theta oscillations";"2012-08-08 23:05:52"
"cnt_5022f1079e925";"usr_4f177506dde77";"trm_4fb4175126374";"meditation versus control galvanic skin response";"2012-08-08 23:06:47"
"cnt_5022f28631d3c";"usr_4f177506dde77";"trm_4fb4175126374";"meditation versus control alpha coherence";"2012-08-08 23:13:10"
"cnt_5023f9f966183";"usr_4f177506dde77";"trm_5023ef8eab626";"CS-US interval";"2012-08-09 17:57:13"
"cnt_5023ff000759f";"usr_4f177506dde77";"trm_4a3fd79d0b3d7";"trace interval duration";"2012-08-09 18:18:40"
"cnt_5024025b137a6";"usr_4f177506dde77";"trm_4c898acd1f28e";"post-extinction response to CS";"2012-08-09 18:32:59"
"cnt_502403657d971";"usr_4f177506dde77";"trm_4c898acd1f28e";"post-extinction response to US";"2012-08-09 18:37:25"
"cnt_50240446b8e2e";"usr_4f177506dde77";"trm_50240427b4c1b";"reponse to US1 versus response to US2";"2012-08-09 18:41:10"
"cnt_50241122ad82b";"usr_4f177506dde77";"trm_50240f06af135";"punishment";"2012-08-09 19:36:02"
"cnt_5024120d1b9af";"usr_4f177506dde77";"trm_50240f06af135";"reinforcement";"2012-08-09 19:39:57"
"cnt_5024196b356d6";"usr_4f177506dde77";"trm_50240f06af135";"behavior - consequence interval";"2012-08-09 20:11:23"
"cnt_5024229cb9cef";"usr_4f177506dde77";"trm_502420a682976";"P cue–no cue P";"2012-08-09 20:50:36"
"cnt_502422c805b89";"usr_4f177506dde77";"trm_502420a682976";"no cue U–no cue N";"2012-08-09 20:51:20"
"cnt_50295799192b3";"usr_4f177506dde77";"trm_4f2457454e458";"number of items to be counted (past subitizing threshold)";"2012-08-13 19:38:01"
"cnt_50295a3179605";"usr_4f177506dde77";"trm_4f2457454e458";"number of distractors";"2012-08-13 19:49:05"
